Symbol,Company Name,Industry,Market Cap
RDFN,Redfin,Real Estate Services,735723140
RDHL,RedHill Biopharma,Drug Manufacturers - Specialty & Generic,10427555
RDI,Reading International,Entertainment,62226360
RDIB,Reading International,Entertainment,62572058
RDN,Radian Group,Insurance - Specialty,4960044520
RDNT,RadNet,Medical - Diagnostics & Research,3508140216
RDUS,Radius Health,Drug Manufacturers - Specialty & Generic,566497100
RDVT,Red Violet,Software - Application,272158360
RDW,Redwire,Aerospace & Defense,285923132
RDWR,Radware,Software - Infrastructure,847562468
RDY,Dr. Reddy's Laboratories,Drug Manufacturers - Specialty & Generic,12155233117
RDZN,Roadzen,Software - Application,364789464
REAL,The RealReal,Luxury Goods,376891200
REAX,The Real Brokerage,Real Estate Services,608400000
REBN,Reborn Coffee,Restaurants,3232484
REE,REE Automotive,Auto - Recreational Vehicles,58332638
REFI,Chicago Atlantic Real Estate Finance,REIT - Mortgage,284058167
REFR,Research Frontiers,"Hardware, Equipment & Parts",42556811
REG,Regency Centers,REIT - Retail,11038398760
REGN,Regeneron Pharmaceuticals,Biotechnology,102649346800
REI,Ring Energy,Oil & Gas Exploration & Production,413682060
REKR,Rekor Systems,Software - Infrastructure,192834274
RELI,Reliance Global Group,Insurance Brokers,1769003
RELL,Richardson Electronics,Electronic Components,130726576
RELX,RELX PLC,Publishing,79030648182
RELY,Remitly Global,Software - Infrastructure,3888861657
RENB,Renovaro Biosciences,Biotechnology,397960360
RENE,Cartesian Growth Corporation II,Shell Companies,240420627
RENT,Rent the Runway,Apparel Retail,398734766
REPL,Replimune Group,Biotechnology,433397868
REPX,Riley Exploration Permian,Oil & Gas Exploration & Production,683808000
RERE,ATRenew,Internet Retail,411488510
RES,"RPC, Inc.",Oil & Gas Equipment & Services,1717096650
RETO,ReTo Eco-Solutions,Construction Materials,4344420
REVB,Revelation Biosciences,Biotechnology,4245631
REVG,REV Group,Agricultural - Machinery,1162875069
REX,REX American Resources,Specialty Chemicals,1043745631
REXR,Rexford Industrial Realty,REIT - Industrial,11311354200
REYN,Reynolds Consumer Products,Packaging & Containers,5957213850
REZI,Resideo Technologies,Security & Protection Services,3228988180
RF,Regions Financial,Banks - Regional,18588618720
RFAC,RF Acquisition,Shell Companies,77971758
RFIL,RF Industries,Electrical Equipment & Parts,32011275
RFL,Rafael Holdings,Real Estate Services,42359194
RGA,Reinsurance Group of America,Insurance - Reinsurance,12730574366
RGC,Regencell Bioscience Holdings,Drug Manufacturers - Specialty & Generic,50294859
RGCO,RGC Resources,Utilities - Regulated Gas,212415060
RGEN,Repligen,Medical Instruments & Supplies,9889331452
RGF,The Real Good Food Company,Packaged Foods,12759261
RGLD,Royal Gold,Gold,8063742100
RGLS,Regulus Therapeutics,Biotechnology,170864169
RGNX,REGENXBIO,Biotechnology,992104200
RGP,Resources Connection,Consulting Services,411480696
RGR,"Sturm, Ruger & Company",Aerospace & Defense,807960508
RGS,Regis,Personal Products & Services,16890725
RGTI,Rigetti Computing,Computer Hardware,221453400
RH,RH,Specialty Retail,5464642416
RHE,Regional Health Properties,Medical Care Facilities,4848802
RHI,Robert Half International,Staffing & Employment Services,7989571460
RHP,Ryman Hospitality Properties,REIT - Hotel & Motel,6813104970
RICK,RCI Hospitality Holdings,Restaurants,525733787
RIG,Transocean,Oil & Gas Drilling,5404327080
RIGL,Rigel Pharmaceuticals,Biotechnology,233252740
RILY,B. Riley Financial,Financial Conglomerates,702183384
RIO,Rio Tinto Group,Industrial Materials,109387647575
RIOT,Riot Blockchain,Software - Application,2608906020
RITM,Rithm Capital,REIT - Mortgage,5243002100
RIVN,Rivian Automotive,Auto Manufacturers,10219843600
RJF,Raymond James Financial,Financial - Capital Markets,27092119080
RKDA,Arcadia Biosciences,Agricultural Inputs,2766565
RKLB,Rocket Lab USA,Aerospace & Defense,1897863200
RKT,Rocket Companies,Financial - Mortgages,26309662607
RL,Ralph Lauren,Apparel - Manufacturers,11071312466
RLAY,Relay Therapeutics,Biotechnology,936618060
RLGT,Radiant Logistics,Integrated Freight & Logistics,248222670
RLI,RLI Corp.,Insurance - Property & Casualty,6706621750
RLJ,RLJ Lodging Trust,REIT - Hotel & Motel,1820257920
RLMD,Relmada Therapeutics,Biotechnology,142120482
RLX,RLX Technology,Tobacco,2481273281
RLYB,Rallybio,Biotechnology,63146040
RM,Regional Management,Financial - Credit Services,233522102
RMAX,RE/MAX Holdings,Real Estate Services,150413949
RMBI,Richmond Mutual Bancorporation,Banks - Regional,125609670
RMBL,RumbleON,Auto - Dealerships,212536320
RMBS,Rambus,Semiconductors,6548097940
RMCF,Rocky Mountain Chocolate Factory,Confectioners,23429615
RMCO,Royalty Management Holding,Asset Management,18400000
RMD,ResMed,Medical Instruments & Supplies,27364437560
RMGC,RMG Acquisition Corp. III,Shell Companies,127107780
RMNI,Rimini Street,Software - Application,284033440
RMR,The RMR Group,Real Estate Services,739130333
RMTI,Rockwell Medical,Drug Manufacturers - Specialty & Generic,47815398
RNA,Avidity Biosciences,Biotechnology,2123727480
RNAC,Cartesian Therapeutics,Biotechnology,79371201
RNAZ,TransCode Therapeutics,Biotechnology,4270539
RNG,RingCentral,Software - Application,3069559003
RNGR,Ranger Energy Services,Oil & Gas Equipment & Services,264019290
RNLX,Renalytix,Health Information Services,40416729
RNR,RenaissanceRe Holdings,Insurance - Reinsurance,12103903680
RNST,Renasant,Banks - Regional,1687634340
RNW,ReNew Energy Global,Renewable Utilities,2256877843
RNXT,RenovoRx,Biotechnology,13473936
ROAD,Construction Partners,Engineering & Construction,3057647770
ROCK,Gibraltar Industries,Construction,2400430550
ROCL,Roth Ch Acquisition V Co.,Shell Companies,66092434
ROG,Rogers,"Hardware, Equipment & Parts",2172386395
ROIC,Retail Opportunity Investments,REIT - Retail,1577402100
ROIV,Roivant Sciences,Biotechnology,9275287460
ROK,Rockwell Automation,Industrial - Machinery,32072008960
ROKU,"Roku, Inc.",Entertainment,8932913080
ROL,Rollins,Personal Products & Services,22002250950
ROMA,Roma Green Finance,Consulting Services,10633806
ROOT,"Root, Inc.",Insurance - Property & Casualty,994406000
ROP,Roper Technologies,Industrial - Machinery,58292742960
ROSS,Ross Acquisition Corp II,Shell Companies,151420377
ROST,Ross Stores,Apparel Retail,47644972320
RPAY,Repay Holdings,Software - Infrastructure,1067988863
RPD,Rapid7,Software - Infrastructure,3014994176
RPHM,Reneo Pharmaceuticals,Biotechnology,56963176
RPID,Rapid Micro Biosystems,Medical Devices,40793263
RPM,RPM International,Specialty Chemicals,15273909440
RPRX,Royalty Pharma,Biotechnology,12864729600
RPTX,Repare Therapeutics,Biotechnology,173368842
RR,Rolls-Royce,Industrial - Machinery,115924023
RRAC,Rigel Resource Acquisition,Shell Companies,358542980
RRBI,Red River Bancshares,Banks - Regional,342610231
RRC,Range Resources,Oil & Gas Exploration & Production,8508096800
RRGB,Red Robin Gourmet Burgers,Restaurants,109567575
RRR,Red Rock Resorts,"Gambling, Resorts & Casinos",3698959704
RRX,Regal Rexnord,Industrial - Machinery,11557216154
RS,Reliance Steel & Aluminum Co.,Steel,19439072154
RSG,Republic Services,Waste Management,59536985640
RSI,Rush Street Interactive,"Gambling, Resorts & Casinos",1527359433
RSKD,Riskified,Software - Application,846177174
RSLS,ReShape Lifesciences,Medical Devices,4104975
RSSS,Research Solutions,Software - Application,104059395
RSVR,Reservoir Media,Entertainment,519874846
RTC,Baijiayun Group,Software - Application,95585053
RTO,Rentokil Initial,Specialty Business Services,15164678520
RTX,RTX Corp,Aerospace & Defense,129706382000
RUM,Rumble,Software - Application,2562549409
RUN,Sunrun,Solar,2725111900
RUSHA,Rush Enterprises,Auto - Dealerships,4070269212
RUSHB,Rush Enterprises,Auto - Dealerships,3990828788
RVLV,Revolve Group,Internet Retail,1390405198
RVMD,Revolution Medicines,Biotechnology,5169619100
RVNC,Revance Therapeutics,Biotechnology,474182800
RVP,Retractable Technologies,Medical Instruments & Supplies,34382874
RVPH,Reviva Pharmaceuticals Holdings,Biotechnology,102182076
RVSB,Riverview Bancorp,Banks - Regional,96266160
RVSN,Rail Vision,Railroads,9130095
RVTY,Revvity,Medical - Diagnostics & Research,12643295500
RVYL,Ryvyl,Software - Infrastructure,15349683
RWAY,Runway Growth Finance,Credit Services,495023279
RWOD,Redwoods Acquisition,Shell Companies,92505342
RWT,Redwood Trust,REIT - Mortgage,807882780
RXO,"RXO, Inc.",Trucking,2518711084
RXRX,Recursion Pharmaceuticals,Biotechnology,1927351077
RXST,RxSight,Medical Devices,1895244624
RXT,Rackspace Technology,Software - Infrastructure,398188880
RY,Royal Bank of Canada,Banks - Diversified,141192147600
RYAAY,Ryanair Holdings,"Airlines, Airports & Air Services",25837649229
RYAM,Rayonier Advanced Materials,Chemicals,304755146
RYAN,Ryan Specialty Holdings,Insurance - Specialty,6199805460
RYDE,Ryde Group,Software - Application,44688893
RYI,Ryerson Holding,Manufacturing - Metal Fabrication,1160377857
RYN,Rayonier,REIT - Specialty,4771344000
RYTM,Rhythm Pharmaceuticals,Biotechnology,2459145045
RZLT,Rezolute,Biotechnology,94308214
S,SentinelOne,Software - Infrastructure,6339816489
SA,Seabridge Gold,Gold,1390384890
SABR,Sabre,Travel Services,998069220
SABS,SAB Biotherapeutics,Biotechnology,41145685
SACH,Sachem Capital,REIT - Mortgage,165550860
SAFE,Safehold,REIT - Diversified,1415849856
SAFT,Safety Insurance Group,Insurance - Property & Casualty,1192662834
SAGA,Sagaliam Acquisition,Shell Companies,586886773
SAGE,Sage Therapeutics,Biotechnology,1030829905
SAH,Sonic Automotive,Auto - Dealerships,1843890884
SAI,SAI.TECH Global,Capital Markets,24797687
SAIA,"Saia, Inc.",Trucking,15377701560
SAIC,Science Applications International,Information Technology Services,6684852412
SAM,The Boston Beer Company,Beverages - Alcoholic,3565510374
SAMG,Silvercrest Asset Management Group,Asset Management,142279790
SAN,Banco Santander,Banks - Diversified,76241421046
SANA,Sana Biotechnology,Biotechnology,2019303680
SAND,Sandstorm Gold,Gold,1641473080
SANG,Sangoma Technologies,Software - Infrastructure,160796020
SANM,Sanmina,"Hardware, Equipment & Parts",3402342100
SANW,S&W Seed Company,Agricultural Farm Products,20539973
SAP,SAP SE,Software - Application,225554524990
SAR,Saratoga Investment,Asset Management,312528615
SASR,Sandy Spring Bancorp,Banks - Regional,968459155
SATL,Satellogic,"Hardware, Equipment & Parts",138975370
SATS,EchoStar,Communication Equipment,3689936578
SATX,Satixfy Communications,Communication Equipment,50879739
SAVA,Cassava Sciences,Biotechnology,889574616
SAVE,Spirit Airlines,Airlines,514546600
SB,Safe Bulkers,Marine Shipping,558085000
SBAC,SBA Communications,REIT - Specialty,23204515760
SBCF,Seacoast Banking Corporation of Florida,Banks - Regional,2033942836
SBET,SharpLink Gaming,Gambling,4469790
SBEV,Splash Beverage Group,Beverages - Alcoholic,16012018
SBFG,SB Financial Group,Banks - Regional,95703045
SBFM,Sunshine Biopharma,Drug Manufacturers - Specialty & Generic,10790640
SBGI,Sinclair Broadcast Group,Entertainment,832547641
SBH,Sally Beauty Holdings,Specialty Retail,1160017040
SBLK,Star Bulk Carriers,Marine Shipping,2019766276
SBOW,SilverBow Resources,Oil & Gas Exploration & Production,875286832
SBR,Sabine Royalty Trust,Oil & Gas Exploration & Production,965732832
SBRA,Sabra Health Care REIT,REIT - Healthcare Facilities,3367990350
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Regulated Water,11264244800
SBSI,Southside Bancshares,Banks - Regional,836869896
SBSW,Sibanye Stillwater,Gold,3559441775
SBT,"Sterling Bancorp, Inc. (Southfield, MI)",Banks - Regional,256696226
SBUX,Starbucks,Restaurants,100426140000
SBXC,SilverBox Corp III,Shell Companies,180780000
SCCO,Southern Copper,Copper,85993358990
SCHL,Scholastic,Publishing,1008049104
SCHW,The Charles Schwab Corporation,Financial - Capital Markets,126661941600
SCI,Service Corporation International,Personal Products & Services,10500060300
SCKT,Socket Mobile,Computer Hardware,8169985
SCL,Stepan Company,Specialty Chemicals,1972920410
SCLX,Scilex Holding Company,Drug Manufacturers - General,255932600
SCM,Stellus Capital Investment,Asset Management,315562848
SCNI,Scinai Immunotherapeutics,Biotechnology,2186845
SCOR,comScore,Internet Content & Information,73562171
SCPH,scPharmaceuticals,Biotechnology,187843424
SCPX,Scorpius Holdings,Biotechnology,4300000
SCRM,Screaming Eagle Acquisition,Shell Companies,1003124957
SCS,Steelcase,Business Equipment & Supplies,1482597926
SCSC,ScanSource,Technology Distributors,1081072975
SCTL,Societal CDMO,Drug Manufacturers - Specialty & Generic,115203190
SCVL,Shoe Carnival,Apparel Retail,959126805
SCWO,374Water,Industrial - Pollution & Treatment Controls,163180410
SCWX,SecureWorks,Software - Infrastructure,572099779
SCX,The L.S. Starrett Company,Tools & Accessories,119123489
SCYX,SCYNEXIS,Drug Manufacturers - Specialty & Generic,67956300
SD,SandRidge Energy,Oil & Gas Exploration & Production,560964096
SDA,SunCar Technology Group,Auto - Dealerships,691624682
SDGR,Schrödinger,Medical - Healthcare Information Services,1799811133
SDHC,Smith Douglas Homes,Real Estate - Development,1477950554
SDIG,Stronghold Digital Mining,Capital Markets,47041182
SDOT,Sadot Group,Farm Products,17676904
SDPI,Superior Drilling Products,Oil & Gas Equipment & Services,32214672
SDRL,Seadrill,Oil & Gas Drilling,3950394004
SE,Sea Limited,Internet Retail,30952523769
SEAT,Vivid Seats,Internet Content & Information,1206420337
SEB,Seaboard,Conglomerates,3058434828
SECO,Secoo Holding,Internet Retail,2896755
SEDA,SDCL EDGE Acquisition,Shell Companies,199046851
SEDG,SolarEdge Technologies,Solar,3906847140
SEE,Sealed Air,Packaging & Containers,4882452260
SEED,Origin Agritech,Agricultural Inputs,24453100
SEEL,Seelos Therapeutics,Biotechnology,7677553
SEER,"Seer, Inc.",Biotechnology,117887184
SEIC,SEI Investments Company,Asset Management,9324678480
SELF,Global Self Storage,REIT - Industrial,48374508
SELX,Semilux International,"Hardware, Equipment & Parts",71560050
SEM,Select Medical Holdings,Medical Care Facilities,3781426680
SEMR,Semrush Holdings,Software - Application,1903939541
SENEA,Seneca Foods,Packaged Foods,398065459
SENEB,Seneca Foods,Packaged Foods,402542100
SENS,Senseonics Holdings,Medical Devices,266660670
SEPA,SEP Acquisition,Shell Companies,71622112
SER,Serina Therapeutics,Biotechnology,27758326
SERA,Sera Prognostics,Diagnostics & Research,297277155
SES,SES AI,Auto Parts,578591845
SEVN,Seven Hills Realty Trust,REIT - Mortgage,191798565
SEZL,Sezzle,Financial - Credit Services,421248602
SF,Stifel Financial,Financial - Capital Markets,7921459760
SFBC,Sound Financial Bancorp,Banks - Regional,104567939
SFBS,ServisFirst Bancshares,Banks - Regional,3429543954
SFIX,Stitch Fix,Apparel Retail,296823719
SFL,SFL Corporation,Marine Shipping,1815145200
SFM,Sprouts Farmers Market,Grocery Stores,6405707480
SFNC,Simmons First National,Banks - Regional,2354913120
SFST,Southern First Bancshares,Banks - Regional,238647779
SFWL,Shengfeng Development,Integrated Freight & Logistics,146080002
SG,Sweetgreen,Restaurants,2740889608
SGA,Saga Communications,Broadcasting,134962601
SGBX,Safe & Green Holdings,Manufacturing - Metal Fabrication,3162937
SGC,Superior Group of Companies,Apparel Manufacturing,276042575
SGD,Safe and Green Development,Real Estate - Development,8568222
SGE,Strong Global Entertainment,Computer Hardware,9697621
SGH,SMART Global Holdings,Semiconductors,1348619202
SGHC,Super Group (SGHC),"Gambling, Resorts & Casinos",1640104480
SGHT,Sight Sciences,Medical Devices,259164282
SGLY,Singularity Future Technology,Integrated Freight & Logistics,16602004
SGMA,SigmaTron International,"Hardware, Equipment & Parts",21695672
SGML,Sigma Lithium,Industrial Materials,1639215000
SGMO,Sangamo Therapeutics,Biotechnology,124237480
SGMT,Sagimet Biosciences,Biotechnology,173292472
SGN,Signing Day Sports,Software - Application,9538992
SGRP,SPAR Group,Specialty Business Services,37882830
SGRY,Surgery Partners,Medical Care Facilities,3480426430
SGU,Star Group,Oil & Gas Refining & Marketing,367483552
SHAK,Shake Shack,Restaurants,4042700800
SHBI,Shore Bancshares,Banks - Regional,361288119
SHC,Sotera Health Company,Medical - Diagnostics & Research,3263881280
SHCO,Soho House & Co,Travel Lodging,1109471302
SHCR,Sharecare,Medical - Healthcare Information Services,235187375
SHEL,Shell,Oil & Gas Integrated,224869396550
SHEN,Shenandoah Telecommunications Company,Telecom Services,830352682
SHFS,SHF Holdings,Banks - Regional,48513131
SHG,Shinhan Financial Group Co.,Banks - Regional,16813159328
SHIM,Shimmick,Engineering & Construction,112787073
SHIP,Seanergy Maritime Holdings,Marine Shipping,171731849
SHLS,Shoals Technologies Group,Solar,1849783800
SHLT,SHL Telemedicine,Medical - Healthcare Information Services,95889854
SHO,Sunstone Hotel Investors,REIT - Hotel & Motel,2236560120
SHOO,Steven Madden,Footwear & Accessories,3045100000
SHOP,Shopify,Software - Application,97362854180
SHOT,Safety Shot,Drug Manufacturers - Specialty & Generic,87815276
SHPH,Shuttle Pharmaceuticals Holdings,Drug Manufacturers - Specialty & Generic,7179817
SHPW,Shapeways Holdings,Industrial - Machinery,11426033
SHW,The Sherwin-Williams Company,Specialty Chemicals,84942086130
SHYF,The Shyft Group,Agricultural - Machinery,402849882
SIBN,SI-BONE,Medical Devices,650872325
SID,Companhia Siderúrgica Nacional,Steel,4018052700
SIDU,Sidus Space,Aerospace & Defense,12897044
SIEB,Siebert Financial,Financial - Capital Markets,85098935
SIF,SIFCO Industries,Aerospace & Defense,19930648
SIFY,Sify Technologies,Telecommunications Services,235857626
SIG,Signet Jewelers,Luxury Goods,4647479619
SIGA,SIGA Technologies,Drug Manufacturers - Specialty & Generic,704517756
SIGI,Selective Insurance Group,Insurance - Property & Casualty,6368601836
SII,Sprott,Asset Management,1020812610
SILC,Silicom,Communication Equipment,104249555
SILK,Silk Road Medical,Medical Devices,695349150
SILO,Silo Pharma,Biotechnology,5516642
SILV,SilverCrest Metals,Other Precious Metals & Mining,1033778720
SIM,Grupo Simec,Steel,5391847500
SIMO,Silicon Motion Technology,Semiconductors,2703817802
SINT,Sintx Technologies,Medical Devices,521642
SIRI,Sirius XM Holdings,Entertainment,13717582200
SISI,Shineco,Drug Manufacturers - Specialty & Generic,4301773
SITC,SITE Centers,REIT - Retail,2949840130
SITE,SiteOne Landscape Supply,Industrial Distribution,7551453871
SITM,SiTime,Semiconductors,2028094320
SIX,Six Flags Entertainment,Leisure,2122539348
SJ,Scienjoy Holding,Broadcasting,43501276
SJM,The J. M. Smucker Company,Packaged Foods,12690155520
SJT,San Juan Basin Royalty Trust,Oil & Gas Exploration & Production,248892060
SJW,SJW Group,Regulated Water,1751139048
SKE,Skeena Resources,Industrial Materials,425353730
SKGR,SK Growth Opportunities,Shell Companies,169179998
SKIL,Skillsoft,Education & Training Services,72215939
SKIN,The Beauty Health Company,Household & Personal Products,483833840
SKLZ,Skillz,Electronic Gaming & Multimedia,138085612
SKM,"SK Telecom Co.,Ltd",Telecommunications Services,7954760043
SKT,Tanger Factory Outlet Centers,REIT - Retail,3056211020
SKWD,Skyward Specialty Insurance Group,Insurance - Property & Casualty,1437774163
SKX,Skechers U.S.A.,Footwear & Accessories,8971250894
SKY,Skyline Champion,Residential Construction,4606419160
SKYH,Sky Harbour Group,Aerospace & Defense,748478336
SKYT,SkyWater Technology,Semiconductors,465543540
SKYW,SkyWest,"Airlines, Airports & Air Services",2778235458
SKYX,SKYX Platforms,Electrical Equipment & Parts,102765536
SLAB,Silicon Laboratories,Semiconductors,4304573820
SLAM,Slam Corp.,Shell Companies,438797279
SLB,Schlumberger,Oil & Gas Equipment & Services,78600116400
SLCA,U.S. Silica Holdings,Oil & Gas Equipment & Services,1064333988
SLDB,Solid Biosciences,Biotechnology,472716388
SLDP,Solid Power,Electrical Equipment & Parts,333209280
SLE,Super League Enterprise,Internet Content & Information,10931768
SLF,Sun Life Financial,Insurance - Diversified,31195163120
SLG,SL Green Realty,REIT - Office,3352052270
SLGL,Sol-Gel Technologies,Biotechnology,29250480
SLGN,Silgan Holdings,Packaging & Containers,5107740000
SLI,Standard Lithium,Industrial Materials,209446460
SLM,SLM Corporation,Financial - Credit Services,4706676000
SLN,Silence Therapeutics,Biotechnology,1012900110
SLNA,Selina Hospitality,Resorts & Casinos,10740356
SLND,Southland Holdings,Engineering & Construction,240198739
SLNG,Stabilis Solutions,Oil & Gas Integrated,79185110
SLNH,Soluna Holdings,"Hardware, Equipment & Parts",4346433
SLNO,Soleno Therapeutics,Biotechnology,1355554656
SLP,Simulations Plus,Medical - Healthcare Information Services,767934666
SLQT,SelectQuote,Insurance Brokers,319398660
SLRC,SLR Investment,Asset Management,827593282
SLRN,Acelyrin,Biotechnology,645360912
SLRX,Salarius Pharmaceuticals,Biotechnology,2101559
SLS,SELLAS Life Sciences Group,Biotechnology,73710687
SLVM,Sylvamo,"Paper, Lumber & Forest Products",2581817568
SM,SM Energy Company,Oil & Gas Exploration & Production,6018844000
SMAR,Smartsheet,Software - Application,5242725600
SMBC,Southern Missouri Bancorp,Banks - Regional,478356935
SMBK,SmartFinancial,Banks - Regional,345724115
SMCI,Super Micro Computer,Computer Hardware,59462029728
SMFG,Sumitomo Mitsui Financial Group,Banks - Diversified,76781090432
SMG,The Scotts Miracle-Gro Company,Agricultural Inputs,4215072505
SMID,Smith-Midland,Construction Materials,239737896
SMLP,"Summit Midstream Partners, LP",Oil & Gas Midstream,297889020
SMLR,Semler Scientific,Medical Devices,200667023
SMMF,Summit Financial Group,Banks - Regional,380748341
SMMT,Summit Therapeutics,Biotechnology,2771557209
SMP,Standard Motor Products,Auto Parts,732303767
SMPL,The Simply Good Foods Company,Packaged Foods,3246091231
SMR,NuScale Power,Utilities - Renewable,513982196
SMRT,SmartRent,Software - Application,530059400
SMSI,Smith Micro Software,Software - Application,25508180
SMTC,Semtech,Semiconductors,2032449505
SMTI,Sanara MedTech,Medical Instruments & Supplies,300332472
SMWB,Similarweb,Internet Content & Information,684078538
SMX,SMX (Security Matters),Specialty Business Services,853826
SMXT,SolarMax Technology,Solar,586957453
SN,SharkNinja,"Furnishings, Fixtures & Appliances",8707863750
SNA,Snap-on,Manufacturing - Tools & Accessories,15455760384
SNAL,Snail,Electronic Gaming & Multimedia,38760000
SNAP,Snap Inc.,Internet Content & Information,18404547625
SNAX,Stryve Foods,Packaged Foods,2784920
SNBR,Sleep Number,"Furnishings, Fixtures & Appliances",312013170
SNCR,Synchronoss Technologies,Software - Infrastructure,85172164
SNCY,Sun Country Airlines Holdings,"Airlines, Airports & Air Services",766857490
SND,Smart Sand,Oil & Gas Equipment & Services,85157820
SNDA,Sonida Senior Living,Medical Care Facilities,384242220
SNDL,SNDL Inc.,Drug Manufacturers - Specialty & Generic,657710000
SNDR,Schneider National,Trucking,3936795344
SNDX,Syndax Pharmaceuticals,Biotechnology,2021329245
SNES,SenesTech,Specialty Chemicals,3601241
SNEX,StoneX Group,Financial - Capital Markets,2165276500
SNFCA,Security National Financial,Financial - Mortgages,170281066
SNGX,Soligenix,Biotechnology,5106439
SNN,Smith & Nephew,Medical Devices,10719131600
SNOA,Sonoma Pharmaceuticals,Drug Manufacturers - Specialty & Generic,2465969
SNOW,Snowflake,Software - Application,51139284000
SNPO,Snap One Holdings,Technology Distributors,757154721
SNPS,Synopsys,Software - Infrastructure,88303145280
SNPX,Synaptogenix,Biotechnology,3670344
SNSE,Sensei Biotherapeutics,Biotechnology,24820290
SNT,Senstar Technologies,Security & Protection Services,27039600
SNTG,Sentage Holdings,Financial - Credit Services,6536419
SNTI,Senti Biosciences,Biotechnology,15607031
SNV,Synovus Financial,Banks - Regional,5563162000
SNX,TD SYNNEX,Technology Distributors,10362835854
SNY,Sanofi,Drug Manufacturers - General,111385824216
SO,The Southern Company,Regulated Electric,77440599600
SOAR,Volato Group,Airports & Air Services,94800000
SOBR,SOBR Safe,"Hardware, Equipment & Parts",5821150
SOC,Sable Offshore,Oil & Gas Drilling,658820985
SOFI,SoFi Technologies,Financial - Credit Services,7364596980
SOGP,Sound Group,Internet Content & Information,18300000
SOHO,Sotherly Hotels,REIT - Hotel & Motel,55673342
SOHU,Sohu.com,Electronic Gaming & Multimedia,366509906
SOI,Solaris Oilfield Infrastructure,Oil & Gas Equipment & Services,258184080
SOL,Emeren Group,Solar,118138688
SOLV,Solventum,Health Information Services,11034388871
SON,Sonoco Products Company,Packaging & Containers,5588383905
SOND,Sonder Holdings,Lodging,33636688
SONM,Sonim Technologies,Communication Equipment,24947202
SONN,Sonnet BioTherapeutics Holdings,Biotechnology,6004902
SONO,Sonos,Consumer Electronics,2355493860
SONY,Sony Group,Consumer Electronics,105537693483
SOPA,Society Pass,Software - Application,4718637
SOPH,SOPHiA GENETICS,Health Information Services,336302210
SOS,SOS Limited,Software - Infrastructure,421887369
SOTK,Sono-Tek,"Hardware, Equipment & Parts",74690505
SOUN,SoundHound AI,Software - Application,1561029508
SP,SP Plus,Specialty Business Services,1032314646
SPB,Spectrum Brands Holdings,Household & Personal Products,2559463780
SPCB,SuperCom,Security & Protection Services,1625333
SPCE,Virgin Galactic Holdings,Aerospace & Defense,516051600
SPEC,Spectaire Holdings,Industrial - Pollution & Treatment Controls,10756750
SPFI,South Plains Financial,Banks - Regional,418815218
SPG,Simon Property Group,REIT - Retail,48802177250
SPGC,Sacks Parente Golf,Leisure,8348838
SPGI,S&P Global,Financial Data & Stock Exchanges,136575947300
SPH,Suburban Propane Partners,Regulated Gas,1350186018
SPHR,Sphere Entertainment Co.,Entertainment,1697904860
SPI,SPI Energy Co.,Solar,18007446
SPIR,Spire Global,Specialty Business Services,300578509
SPKL,Spark I Acquisition Corp. Class A Ordinary Share,Shell Companies,168654967
SPLP,Steel Partners Holdings L.P.,Conglomerates,819548765
SPNS,Sapiens International Corporation,Software - Application,1771662112
SPNT,SiriusPoint,Insurance - Reinsurance,2158132580
SPOK,Spok Holdings,Health Information Services,320573080
SPOT,Spotify Technology,Internet Content & Information,56640364473
SPPL,SIMPPLE LTD.,Software - Application,12653035
SPR,Spirit AeroSystems Holdings,Aerospace & Defense,3930715110
SPRB,Spruce Biosciences,Biotechnology,33894596
SPRC,SciSparc,Biotechnology,4510204
SPRO,Spero Therapeutics,Biotechnology,96425689
SPRU,Spruce Power Holding,Solar,66343368
SPRY,ARS Pharmaceuticals,Biotechnology,907115040
SPSC,SPS Commerce,Software - Infrastructure,6466330393
SPT,Sprout Social,Software - Application,3150572806
SPTN,SpartanNash Company,Food Distribution,676785810
SPWH,Sportsman's Warehouse Holdings,Specialty Retail,117100186
SPWR,SunPower,Solar,508883300
SPXC,SPX Technologies,Industrial - Machinery,5540583760
SQ,Block,Software - Infrastructure,49040105555
SQFT,Presidio Property Trust,REIT - Diversified,15099385
SQM,Sociedad Química y Minera de Chile,Specialty Chemicals,13804941448
SQNS,Sequans Communications,Semiconductors,27425884
SQSP,Squarespace,Software - Infrastructure,5002676353
SR,Spire,Regulated Gas,3322097028
SRAD,Sportradar Group AG,Software - Application,3470597253
SRBK,SR Bancorp,Banks - Regional,89374542
SRCE,1st Source,Banks - Regional,1223519212
SRCL,Stericycle,Waste Management,4736658507
SRDX,Surmodics,Medical Devices,383802560
SRE,Sempra,Diversified Utilities,44863685500
SRFM,Surf Air Mobility,"Airlines, Airports & Air Services",71200897
SRG,Seritage Growth Properties,REIT - Retail,540475650
SRI,Stoneridge,Auto Parts,484392288
SRL,Scully Royalty,Financial - Capital Markets,96048504
SRM,SRM Entertainment,Leisure,15602339
SRPT,Sarepta Therapeutics,Biotechnology,11912127368
SRRK,Scholar Rock Holding,Biotechnology,1185903749
SRTS,Sensus Healthcare,Medical Devices,57964664
SRZN,Surrozen,Biotechnology,21891761
SSB,SouthState,Banks - Regional,6100986528
